,Y,X,Beta,p-value
55,1332 JT,4208 JT,-0.004070957964042472,0.9058332381159102
56,1332 JT,4272 JT,-0.05030022716421308,0.14831954752593676
57,1332 JT,4324 JT,-0.08230321539307162,0.007341534079039811
58,1332 JT,4452 JT,-0.06523634794873762,0.11721932480959893
59,1332 JT,4502 JT,-0.08085092921638885,0.0973976617823177
60,1332 JT,4503 JT,-0.08206395390036184,0.041954869141318615
61,1332 JT,4506 JT,-0.044186702966185445,0.15460411911038352
62,1332 JT,4507 JT,-0.07292473892035832,0.028751739720331248
63,1332 JT,4519 JT,-0.07470782198002404,0.026089095272526255
64,1332 JT,4523 JT,-0.10094014924328765,0.004177452855303702
65,1332 JT,4543 JT,-0.1664316597158464,3.4700998189034957e-06
66,1332 JT,4568 JT,-0.04661769178815478,0.2491025064276949
67,1332 JT,4578 JT,0.1819021041126387,0.19770299324194146
68,1332 JT,4689 JT,-0.08875189471872906,0.006023774247270629
69,1332 JT,4704 JT,-0.09386996968370886,0.005523419629779098
70,1332 JT,4755 JT,-0.05686133442678517,0.48015727136285336
71,1332 JT,4901 JT,-0.0931885326585227,0.013864699826446284
72,1332 JT,4902 JT,-0.0650919292884604,0.04090113148618262
73,1332 JT,4911 JT,-0.0753631267858103,0.025968294396499628
74,1332 JT,5002 JT,-0.025505163993868228,0.43516274068738237
75,1332 JT,5020 JT,-0.08042831944314076,0.045814866131589284
76,1332 JT,5101 JT,-0.04680011079970222,0.1388440044074784
77,1332 JT,5108 JT,-0.08032868066622836,0.03257699298015215
78,1332 JT,5201 JT,-0.043048594237148276,0.235370943526445
79,1332 JT,5202 JT,-0.048417864994989575,0.07292457404742654
80,1332 JT,5214 JT,-0.011440188361101845,0.7126038283926115
81,1332 JT,5232 JT,-0.01823458621456735,0.6310141755199743
82,1332 JT,5233 JT,-0.06628058898864804,0.044101840703230095
83,1332 JT,5301 JT,-0.04932653849135212,0.08566916461756169
84,1332 JT,5332 JT,-0.09161059534087404,0.006333507819968097
85,1332 JT,5333 JT,-0.03017169310852175,0.321053076820902
86,1332 JT,5401 JT,-0.04316180371497236,0.18090577358809062
87,1332 JT,5406 JT,-0.02414628926563336,0.33217400654756857
88,1332 JT,5411 JT,-0.02244514290168732,0.420712041435229
89,1332 JT,5413 JT,-0.053788643543441136,0.038920499219867885
90,1332 JT,5541 JT,-0.03547970518995281,0.21323456916676717
91,1332 JT,5631 JT,-0.03697708243694905,0.16900230957882065
92,1332 JT,5703 JT,-0.0693459285605168,0.043859518935115006
93,1332 JT,5706 JT,-0.07603349411297176,0.005942968026279003
94,1332 JT,5707 JT,-0.0828461820488775,0.0009154903012138485
95,1332 JT,5711 JT,-0.08896569243337861,0.0032221795264727603
96,1332 JT,5713 JT,-0.08566105487238773,0.0048946320819754675
97,1332 JT,5714 JT,-0.012633882555813802,0.6647699870369904
98,1332 JT,5715 JT,-0.0734247821876123,0.0053461222456074
99,1332 JT,5801 JT,-0.0938554250300033,0.0029337447618496253
100,1332 JT,5802 JT,-0.044451518483169646,0.18571918881418092
101,1332 JT,5803 JT,-0.08649738107704324,0.003648631502381141
102,1332 JT,5901 JT,-0.08665718373599933,0.004932085825978526
103,1332 JT,6098 JT,-0.00999173671599573,0.9542971724873875
104,1332 JT,6103 JT,-0.05749879926865401,0.0321639066439203
105,1332 JT,6113 JT,-0.04839203179380264,0.12949663955357935
106,1332 JT,6178 JT,0.2031625416289897,0.5605646594971989
107,1332 JT,6301 JT,-0.07536861679288727,0.036330391903052164
108,1332 JT,6302 JT,-0.07288234649962633,0.015346435039487901
109,1332 JT,6305 JT,-0.04288917080970133,0.18811280787207726
110,1332 JT,6326 JT,-0.0127606499577129,0.6815732569965869
111,1332 JT,6361 JT,-0.09947072119372735,0.0019021687133577664
112,1332 JT,6366 JT,-0.09726218335322598,0.0015202036141882592
113,1332 JT,6367 JT,-0.05462560300453094,0.11474821944347946
114,1332 JT,6471 JT,-0.11561385495329839,2.4949946726312418e-05
115,1332 JT,6472 JT,-0.07049322982431386,0.004102375220989781
116,1332 JT,6473 JT,-0.06764650336109468,0.01206520813885511
117,1332 JT,6479 JT,-0.05337243562568199,0.038939443628789865
118,1332 JT,6501 JT,-0.0733116724071455,0.03272900819232791
119,1332 JT,6502 JT,-0.06337357748275405,0.00701256296370422
120,1332 JT,6503 JT,-0.07567623817821763,0.021541754301933655
121,1332 JT,6504 JT,-0.06479408034265521,0.04277531013826678
122,1332 JT,6506 JT,-0.066955676400166,0.026582784260027567
123,1332 JT,6508 JT,-0.07630654164696697,0.015723235475079943
124,1332 JT,6674 JT,-0.08014648763714018,0.012680086645400568
125,1332 JT,6701 JT,-0.009082731223779726,0.77982045615346
126,1332 JT,6702 JT,-0.10162796723440423,0.0007378380936228002
127,1332 JT,6703 JT,-0.0695198507207346,0.013132932971225147
128,1332 JT,6724 JT,-0.22492703523866772,0.3245664171379957
129,1332 JT,6752 JT,-0.06536012956471716,0.03492728811850688
130,1332 JT,6753 JT,-0.021470089968237117,0.3638503236180002
131,1332 JT,6758 JT,-0.0831226462269887,0.00482494426367414
132,1332 JT,6762 JT,-0.08948432763385394,0.0031083822744216
133,1332 JT,6767 JT,-0.034897968885957246,0.1873374296897931
134,1332 JT,6770 JT,-0.06899455180346147,0.004273918142114996
135,1332 JT,6773 JT,-0.04677927731173051,0.0511762427890717
136,1332 JT,6841 JT,-0.06231048559334844,0.04315795429490658
137,1332 JT,6857 JT,-0.02334114125808084,0.4214383068225007
138,1332 JT,6902 JT,-0.032558918877179856,0.36434546816598645
139,1332 JT,6952 JT,-0.019549423766407857,0.514942004029837
140,1332 JT,6954 JT,-0.10553993523636751,0.0022450139238371055
141,1332 JT,6971 JT,-0.1133606504575436,0.0018931875131986912
142,1332 JT,6976 JT,-0.054276512172279245,0.025739182074433237
143,1332 JT,6988 JT,0.03496265833876603,0.30801335254714035
144,1332 JT,7003 JT,-0.04449867742952069,0.13838206692550026
145,1332 JT,7004 JT,-0.12253205404374745,0.0001393790041977659
146,1332 JT,7011 JT,-0.05790183626753336,0.08872875827331766
147,1332 JT,7012 JT,-0.05320375356816399,0.08275345283181836
148,1332 JT,7013 JT,-0.06216746700381736,0.020833088728739024
149,1332 JT,7186 JT,0.01719594153245757,0.7215748364939231
150,1332 JT,7201 JT,-0.00877369209672016,0.8215089722223143
151,1332 JT,7202 JT,-0.06364681165812128,0.04099314321717449
152,1332 JT,7203 JT,-0.042797995347815636,0.29715579909526213
153,1332 JT,7205 JT,-0.04886973047325081,0.09871063843453752
154,1332 JT,7211 JT,-0.055157117955492954,0.02213628076340436
155,1332 JT,7261 JT,-0.014819842870678005,0.5862758012994462
156,1332 JT,7267 JT,-0.07850975476125782,0.04380561066310401
157,1332 JT,7269 JT,-0.04508087919001877,0.16288135453940059
158,1332 JT,7270 JT,-0.02814770743225787,0.35555347432765905
159,1332 JT,7272 JT,0.12239452672632244,0.0777704225552322
160,1332 JT,7731 JT,-0.03954924157850906,0.27500276922269096
161,1332 JT,7733 JT,-0.0883870273305897,0.004689763047324677
162,1332 JT,7735 JT,-0.05306827079885734,0.04831510966064864
163,1332 JT,7751 JT,-0.06446417357048093,0.20849301636465792
164,1332 JT,7752 JT,-0.046987989565232945,0.1829924560629156
165,1332 JT,7762 JT,-0.09049006906250211,0.003085181024658432
166,1332 JT,7911 JT,-0.09463374003824773,0.03181209590232153
167,1332 JT,7912 JT,-0.12376263031613646,0.0026134967352504906
168,1332 JT,7951 JT,-0.05082210409763371,0.09039497649508062
169,1332 JT,8001 JT,-0.05559459345748005,0.16624637863339153
170,1332 JT,8002 JT,-0.09205930696961623,0.02632081210738531
171,1332 JT,8015 JT,-0.07667717386871073,0.02627663534767021
172,1332 JT,8028 JT,0.032908168567371936,0.6675047287204046
173,1332 JT,8031 JT,-0.07431381540301961,0.0958405012766976
174,1332 JT,8035 JT,-0.0427772873611838,0.1534865489767601
175,1332 JT,8053 JT,-0.07419958002959642,0.06725144972216741
176,1332 JT,8058 JT,-0.10463016162368148,0.00923937571436095
177,1332 JT,8233 JT,-0.08942367036145142,0.013980492171210893
178,1332 JT,8252 JT,-0.01803527659743087,0.5464144792786965
179,1332 JT,8253 JT,-0.052052592922057626,0.09670525487244924
180,1332 JT,8267 JT,-0.11062876080241274,0.007996275750286427
181,1332 JT,8270 JT,-0.07753060183275426,0.10072997720996757
182,1332 JT,8303 JT,-0.07136104834713129,0.010780969304511898
183,1332 JT,8304 JT,-0.06524733392858954,0.15954117416496735
184,1332 JT,8306 JT,-0.05155752943542586,0.1183608890120888
185,1332 JT,8308 JT,-0.05933586278252583,0.09101740193141257
186,1332 JT,8309 JT,-0.038519891853827114,0.20772823672175958
187,1332 JT,8316 JT,-0.051420299716111006,0.1421258757362985
188,1332 JT,8331 JT,-0.038544241143103605,0.2559529098168545
189,1332 JT,8332 JT,-0.04119888866551989,0.360148798633667
190,1332 JT,8354 JT,-0.05587704347832028,0.07840154229106017
191,1332 JT,8355 JT,-0.049391978110113866,0.15058922527682087
192,1332 JT,8411 JT,-0.056441072152076555,0.15597154722451773
193,1332 JT,8601 JT,-0.06636759599954208,0.04342807145941349
194,1332 JT,8604 JT,-0.05302939615244026,0.08657928069256175
195,1332 JT,8628 JT,-0.08231148346934428,0.019957443116109946
196,1332 JT,8630 JT,-0.04827020631154333,0.12489404557205187
197,1332 JT,8725 JT,-0.04718739999657933,0.12699314312766358
198,1332 JT,8729 JT,-0.06006050283606149,0.07492776974758998
199,1332 JT,8750 JT,-0.041239352248790294,0.1623388251219685
200,1332 JT,8766 JT,-0.04238325863449314,0.2148170613382307
201,1332 JT,8795 JT,-0.03496371976932367,0.2340758145774627
202,1332 JT,8801 JT,-0.04250915885386574,0.18574911165682204
203,1332 JT,8802 JT,-0.07081007397870467,0.040582456168974976
204,1332 JT,8803 JT,-0.019688931562825807,0.5896746016405874
205,1332 JT,8804 JT,-0.027890975294579182,0.3097391968968212
206,1332 JT,8815 JT,-0.044648917385983686,0.3888329643652345
207,1332 JT,8830 JT,-0.027616384123292592,0.36613634471516465
208,1332 JT,9001 JT,-0.11132203353603073,0.025596664218488028
209,1332 JT,9005 JT,-0.07602053824522144,0.06549351338919278
210,1332 JT,9007 JT,-0.05197818267569838,0.22152983030254209
211,1332 JT,9008 JT,-0.07483664051755527,0.08944435671979414
212,1332 JT,9009 JT,-0.04916691013948567,0.19159870831035586
213,1332 JT,9020 JT,-0.08421583857482533,0.05410629681529134
214,1332 JT,9021 JT,-0.09493841345852781,0.027655987072075675
215,1332 JT,9022 JT,-0.07462422999830501,0.057960129155064134
216,1332 JT,9062 JT,-0.09748053457731064,0.009559225396969483
217,1332 JT,9064 JT,-0.07487496775868763,0.036863942848326045
218,1332 JT,9101 JT,-0.06774511315676147,0.040420718314951525
219,1332 JT,9104 JT,-0.06715316734019067,0.02707037232261719
220,1332 JT,9107 JT,-0.07607542572330879,0.01837482052187282
221,1332 JT,9202 JT,-0.1393268808049798,0.0026495849060628857
222,1332 JT,9301 JT,-0.04883798936240647,0.1241848502015572
223,1332 JT,9412 JT,-0.045579380868340624,0.21741111384837833
224,1332 JT,9432 JT,-0.07332596375723058,0.07977711277766578
225,1332 JT,9433 JT,-0.025735282926491913,0.4768967938946388
226,1332 JT,9437 JT,-0.06273858958964502,0.16745350944022536
227,1332 JT,9501 JT,0.027337688131071528,0.22314018789107426
228,1332 JT,9502 JT,-0.009991352734334318,0.7878426742604998
229,1332 JT,9503 JT,0.0220948908841284,0.4316690680292272
230,1332 JT,9531 JT,-0.012863922190937144,0.7620583105710512
231,1332 JT,9532 JT,-0.02898749216814906,0.5343777395141789
232,1332 JT,9602 JT,-0.00780604197690741,0.8494123823677628
233,1332 JT,9613 JT,-0.12494798454227979,0.0008259098887455737
234,1332 JT,9681 JT,-0.06364135124596947,0.03014646784298361
235,1332 JT,9735 JT,-0.08881389725302036,0.05285094569787998
236,1332 JT,9766 JT,-0.018128284443711062,0.5735659622841945
237,1332 JT,9983 JT,-0.060924627108614376,0.03450309311127461
238,1332 JT,9984 JT,-0.06851012207621397,0.024887541849127726
239,1333 JT,1332 JT,-0.025206525391884647,0.22479689961719626
240,1333 JT,1333 JT,-0.025932689185606175,0.4323850017067896
241,1333 JT,1334 JT,0.013848483564219187,0.6918309896269568
242,1333 JT,1605 JT,-0.009024763886902496,0.7047044717155979
243,1333 JT,1721 JT,-0.0033609471046926434,0.9010454813494587
244,1333 JT,1801 JT,0.009463877204466389,0.7140404257475077
245,1333 JT,1802 JT,0.02226517075566201,0.3890474188470848
246,1333 JT,1803 JT,0.010916503895840427,0.6770694226406797
247,1333 JT,1808 JT,0.007506059249520282,0.8086838589370504
248,1333 JT,1812 JT,-0.001692599499149268,0.945820244070821
249,1333 JT,1925 JT,0.005992001660340715,0.8176836867503574
250,1333 JT,1928 JT,-0.006234790633947253,0.8228292126369193
251,1333 JT,1963 JT,0.008986252540115494,0.7015539541212246
252,1333 JT,2002 JT,-0.0035952084197235137,0.9047014621350509
253,1333 JT,2269 JT,0.009996367143999534,0.7000606406684681
254,1333 JT,2282 JT,-0.011943012501555418,0.6616951282352785
255,1333 JT,2432 JT,0.012292879016137563,0.6437370017802417
256,1333 JT,2501 JT,0.016340177500285807,0.5324869667550373
257,1333 JT,2502 JT,0.010468606565226817,0.7275537502424141
258,1333 JT,2503 JT,0.026617435186850162,0.359683326003563
259,1333 JT,2531 JT,-0.009719128053428077,0.6566164456639463
260,1333 JT,2768 JT,-0.006639347391622349,0.789020726416567
261,1333 JT,2801 JT,0.03908226938508093,0.1253393315911823
262,1333 JT,2802 JT,-0.00995791172844351,0.7287770657825208
263,1333 JT,2871 JT,-0.008623786004372098,0.7336925236872249
264,1333 JT,2914 JT,0.02792207574222512,0.31757666512633637
265,1333 JT,3086 JT,0.020306854646870477,0.36593100773429965
266,1333 JT,3099 JT,0.01643110457778277,0.47527892092629564
267,1333 JT,3101 JT,-0.017237616831699096,0.45837878955761713
268,1333 JT,3103 JT,0.00044619242573856554,0.982088589002317
269,1333 JT,3105 JT,-0.008402593484447883,0.7118757482659239
270,1333 JT,3110 JT,-0.03561901555394336,0.12032521968001109
271,1333 JT,3289 JT,0.03603871738574891,0.15883478811521717
272,1333 JT,3382 JT,0.01329638434112454,0.647686292691809
273,1333 JT,3401 JT,-0.008553097660802731,0.7359188687979764
274,1333 JT,3402 JT,0.0164102592609339,0.5902912252332275
275,1333 JT,3405 JT,0.016360945505160974,0.5664946526235399
276,1333 JT,3407 JT,0.05292113181661322,0.046625251137059724
277,1333 JT,3436 JT,-0.00922576793520284,0.5649958518546682
278,1333 JT,3861 JT,-0.0051273024363352885,0.8396571490642621
279,1333 JT,3863 JT,0.03795404156896177,0.13193125157734084
280,1333 JT,3864 JT,0.016552555937873758,0.6026889155799213
281,1333 JT,3865 JT,0.03039671962209565,0.19366657039666263
282,1333 JT,3893 JT,0.08993047880394255,0.046371627429972744
283,1333 JT,4004 JT,0.024989773684347502,0.3270375580001582
284,1333 JT,4005 JT,0.032399758522897046,0.144135680479065
285,1333 JT,4021 JT,0.008700346545967255,0.7303967335935908
286,1333 JT,4041 JT,-0.0014908480420368635,0.9432849420057128
287,1333 JT,4042 JT,0.019516135124282647,0.3242227590958472
288,1333 JT,4043 JT,-0.0014862389268277658,0.9236691214274718
289,1333 JT,4061 JT,-0.03388361735827205,0.17570616814952889
290,1333 JT,4063 JT,0.004774375614566498,0.8632925177667491
291,1333 JT,4151 JT,0.025448928661316737,0.3054110926699784
292,1333 JT,4183 JT,0.02336329273437066,0.2811482781015735
293,1333 JT,4188 JT,0.023934248411266654,0.3211352044168139
294,1333 JT,4208 JT,-0.007984927485276464,0.7547496509624343
295,1333 JT,4272 JT,0.020201791180711103,0.4136598900216555
296,1333 JT,4324 JT,0.026556721066299936,0.22941819630447977
297,1333 JT,4452 JT,0.013849819770074304,0.6455420969584476
298,1333 JT,4502 JT,0.031180338486637302,0.37320014351576936
299,1333 JT,4503 JT,0.012619528013373994,0.6624366793932426
300,1333 JT,4506 JT,0.01916945860866686,0.3878852497356813
301,1333 JT,4507 JT,0.02581871499342013,0.2824979374247545
302,1333 JT,4519 JT,0.02549205359598491,0.2980246466366619
303,1333 JT,4523 JT,0.034621999250410096,0.18976735568205036
304,1333 JT,4543 JT,0.0036399860844283927,0.8864649313887261
305,1333 JT,4568 JT,0.034090018503031,0.2410688202371922
306,1333 JT,4578 JT,-0.07861660235698777,0.20445637244835763
307,1333 JT,4689 JT,0.013778765033124078,0.5597794352702721
308,1333 JT,4704 JT,-0.004626928298145822,0.851463911472352
309,1333 JT,4755 JT,-0.005993324586065864,0.8796627137453228
310,1333 JT,4901 JT,0.018445231035488775,0.491007954480117
311,1333 JT,4902 JT,-0.00010471128618171718,0.9964024709658938
312,1333 JT,4911 JT,0.05578767151042382,0.026052720120181286
313,1333 JT,5002 JT,-0.005088536344160007,0.8305508801538712
314,1333 JT,5020 JT,0.010676604339359087,0.7240807949771815
315,1333 JT,5101 JT,0.0034585481647704977,0.8802947263390735
316,1333 JT,5108 JT,0.007675992030082864,0.7764241598009473
317,1333 JT,5201 JT,0.002507746060044677,0.9247505631770234
318,1333 JT,5202 JT,-0.013717474442736983,0.48379904854214817
319,1333 JT,5214 JT,0.0007350653043755738,0.9741477256281013
320,1333 JT,5232 JT,-0.005356362862082626,0.8495733886996691
321,1333 JT,5233 JT,-0.00879843260742192,0.7170562877911961
322,1333 JT,5301 JT,0.012240154644467914,0.6145740049468253
323,1333 JT,5332 JT,-0.003212564760313179,0.8942134045025574
324,1333 JT,5333 JT,0.0005428630806584274,0.9802453582176115
325,1333 JT,5401 JT,0.008949369180192105,0.7049704558033509
326,1333 JT,5406 JT,0.0032701712588838862,0.8698950971674736
327,1333 JT,5411 JT,0.0037023522673359033,0.8553290081070328
328,1333 JT,5413 JT,-0.001187958445735128,0.9483135858336043
329,1333 JT,5541 JT,-0.015599280444590783,0.4507913701383275
330,1333 JT,5631 JT,0.005488560914101122,0.787726535226769
331,1333 JT,5703 JT,0.017657152388861952,0.4771312574789406
332,1333 JT,5706 JT,0.033912154119710484,0.11482906035849985
333,1333 JT,5707 JT,0.022191999938643518,0.25489328110505666
334,1333 JT,5711 JT,-0.002426357898926845,0.9128338838713126
335,1333 JT,5713 JT,0.021306275716937582,0.3400592310529357
336,1333 JT,5714 JT,0.027605734854798513,0.19656012537711454
337,1333 JT,5715 JT,-0.01273595698071688,0.4985185019250764
338,1333 JT,5801 JT,0.035106781808245974,0.15078923339779057
339,1333 JT,5802 JT,0.0288408798044851,0.23286635459678123
340,1333 JT,5803 JT,0.023673384829811517,0.2765219468952733
341,1333 JT,5901 JT,-0.01795011024700038,0.4123928494582948
342,1333 JT,6098 JT,-0.12575615528434383,0.2518664733105696
343,1333 JT,6103 JT,-0.004124468005720313,0.832808129944027
344,1333 JT,6113 JT,-0.005595053893716821,0.8050868382961429
345,1333 JT,6178 JT,0.22898269857758508,0.2985760843012105
346,1333 JT,6301 JT,-0.0019403560334544908,0.9426487807199748
347,1333 JT,6302 JT,0.015857508173436837,0.47061668817867797
348,1333 JT,6305 JT,-0.011008020428818632,0.6420419540451263
349,1333 JT,6326 JT,-0.002567372683054402,0.9082644943145207
350,1333 JT,6361 JT,-0.017171013707629683,0.4646240274360989
351,1333 JT,6366 JT,0.008789233149355969,0.7067863795006306
352,1333 JT,6367 JT,-0.008709719027143126,0.7226735210138222
353,1333 JT,6471 JT,-0.006820476307911057,0.7337201280214172
354,1333 JT,6472 JT,-0.007711045087791871,0.6651708073298153
355,1333 JT,6473 JT,-0.000869999332504899,0.964212765290569
356,1333 JT,6479 JT,0.0006957444188567399,0.9709836350766362
357,1333 JT,6501 JT,0.008427906700875702,0.7372158486076428
358,1333 JT,6502 JT,0.00460761851377163,0.8253050153794753
359,1333 JT,6503 JT,0.013711450324236124,0.5613334684317695
360,1333 JT,6504 JT,-0.02007782461074131,0.395348038291912
361,1333 JT,6506 JT,0.008545461348467292,0.7008971861038322
362,1333 JT,6508 JT,-0.019142560892141183,0.398580914831248
363,1333 JT,6674 JT,0.005955990510160155,0.7949571184520338
364,1333 JT,6701 JT,-0.027643879405666927,0.23871193603409416
365,1333 JT,6702 JT,0.0003897827335942482,0.9858415044686408
366,1333 JT,6703 JT,-0.00788760243385767,0.6930409947735987
367,1333 JT,6724 JT,0.13516671353061505,0.08240167156629925
368,1333 JT,6752 JT,-0.022419936545738477,0.309111971732847
369,1333 JT,6753 JT,-0.026406963577971884,0.0806051958534051
370,1333 JT,6758 JT,0.011744611674595194,0.5758061566843222
371,1333 JT,6762 JT,-0.012624147366686976,0.5638272535505748
372,1333 JT,6767 JT,-0.042792319630481246,0.013459581075998948
373,1333 JT,6770 JT,-0.01872652813930888,0.2767557984872515
374,1333 JT,6773 JT,-0.019220552217488546,0.2616815016410476
375,1333 JT,6841 JT,0.013757521766132853,0.5420848510058045
376,1333 JT,6857 JT,0.005103649671253986,0.812323148778536
377,1333 JT,6902 JT,0.006921412175835357,0.7881382859048682
378,1333 JT,6952 JT,0.022967890860254664,0.2873226885119024
379,1333 JT,6954 JT,-0.008509823921079965,0.730073038260681
380,1333 JT,6971 JT,0.00895040251280799,0.7318801164334723
381,1333 JT,6976 JT,-0.014457971406297536,0.4155745448675813
382,1333 JT,6988 JT,-0.0010217081048623582,0.9642937784369472
383,1333 JT,7003 JT,-0.0016408501465706847,0.9389377067744304
384,1333 JT,7004 JT,-0.002981849952767358,0.8976009178549712
385,1333 JT,7011 JT,-0.012458080517509894,0.610067698067239
386,1333 JT,7012 JT,0.010190106174827367,0.6424598381089228
387,1333 JT,7013 JT,0.0005388197524228989,0.9779034878611359
388,1333 JT,7186 JT,-0.009962983087816225,0.7467807775321117
389,1333 JT,7201 JT,0.02686748023631837,0.3272399413098759
390,1333 JT,7202 JT,0.01668067415060627,0.45589852177709855
391,1333 JT,7203 JT,0.017183234820669056,0.5613817749939218
392,1333 JT,7205 JT,0.003177711282052766,0.8809954595893782
393,1333 JT,7211 JT,-0.019773522867971915,0.25380769713102874
394,1333 JT,7261 JT,0.01173565489011151,0.54390656831635
395,1333 JT,7267 JT,0.021818375998082392,0.44195141806216376
396,1333 JT,7269 JT,0.022518382043476566,0.3369501534673639
397,1333 JT,7270 JT,0.022164389150427732,0.31149944258948836
398,1333 JT,7272 JT,-0.07776494026891255,0.05443192310729489
399,1333 JT,7731 JT,-0.0022924408595888525,0.9312771553941643
400,1333 JT,7733 JT,-0.01390177859646017,0.5324082417825533
401,1333 JT,7735 JT,-0.009014864244744465,0.6454447095501553
402,1333 JT,7751 JT,-0.012929301363547781,0.7241550461951549
403,1333 JT,7752 JT,0.01454480164999699,0.5761991463981975
404,1333 JT,7762 JT,0.008552093761313303,0.7022056942886206
405,1333 JT,7911 JT,-0.005392959813351638,0.8657095826121031
406,1333 JT,7912 JT,0.011467655589046704,0.7031684771206198
407,1333 JT,7951 JT,-0.005296758031867006,0.8103345147733845
408,1333 JT,8001 JT,0.026472686125541926,0.34834323470555983
409,1333 JT,8002 JT,0.02665643705738924,0.37108515843731127
410,1333 JT,8015 JT,0.0012874085779428918,0.9586745174262655
411,1333 JT,8028 JT,0.08003354511277516,0.06603024143813854
412,1333 JT,8031 JT,0.01871253037394276,0.5613048098561215
413,1333 JT,8035 JT,-0.016255606709129584,0.46663247172491173
414,1333 JT,8053 JT,0.02238192210824137,0.4426589586734887
415,1333 JT,8058 JT,0.009487181106001925,0.7449103854898005
416,1333 JT,8233 JT,-0.001670810257328141,0.9496283399419096
417,1333 JT,8252 JT,0.0036452317577027374,0.8668497396837629
418,1333 JT,8253 JT,0.011401393991359551,0.6027997013128799
419,1333 JT,8267 JT,0.01259250208145082,0.6700909406132849
420,1333 JT,8270 JT,0.019287946917091525,0.5150111272904265
421,1333 JT,8303 JT,0.007564191433153882,0.7067614768443475
422,1333 JT,8304 JT,0.040498482084272376,0.22746032110107606
423,1333 JT,8306 JT,0.016541911301704633,0.4954658581242284
424,1333 JT,8308 JT,-0.0181209955679923,0.4843400123201741
425,1333 JT,8309 JT,0.0152803008995777,0.4856887525231811
426,1333 JT,8316 JT,0.007109772252879562,0.7764032928595344
427,1333 JT,8331 JT,0.0006206869486017364,0.9802465266536395
428,1333 JT,8332 JT,0.00147560030632784,0.9600460374356306
429,1333 JT,8354 JT,-0.001884641641735075,0.9349554364881028
430,1333 JT,8355 JT,-0.00897336606265522,0.7176651128118803
431,1333 JT,8411 JT,0.010802405151749865,0.7055630975274301
432,1333 JT,8601 JT,0.01587103852170397,0.4987242491095425
433,1333 JT,8604 JT,0.03583241173239662,0.11215351096036405
434,1333 JT,8628 JT,0.0035541927133631935,0.8869660927672701
435,1333 JT,8630 JT,-0.004065875917932154,0.859140084792939
436,1333 JT,8725 JT,-0.010320866700606567,0.6388880472336974
437,1333 JT,8729 JT,0.011688172808702456,0.639163694059369
438,1333 JT,8750 JT,0.01474305841486299,0.4914992106727609
439,1333 JT,8766 JT,0.011098790198188806,0.6519406527038969
440,1333 JT,8795 JT,0.005748763590575643,0.7898811539983259
441,1333 JT,8801 JT,0.014959945197539496,0.5158557867144413
442,1333 JT,8802 JT,0.013854824562774351,0.5756300682326522
443,1333 JT,8803 JT,-0.011116147104238304,0.6566177316451534
444,1333 JT,8804 JT,0.001058772614805235,0.9560510074576891
445,1333 JT,8815 JT,0.02990073682517535,0.1585801867454097
446,1333 JT,8830 JT,0.023454598593411886,0.28071716014495374
447,1333 JT,9001 JT,0.005966512840184008,0.8673118841677263
448,1333 JT,9005 JT,0.002382412710448055,0.9357812073194821
449,1333 JT,9007 JT,0.021266234175895852,0.4860735670109334
450,1333 JT,9008 JT,0.0014045624461209094,0.964454626435953
451,1333 JT,9009 JT,-0.008097260963942017,0.7624528718238435
452,1333 JT,9020 JT,0.02608671334089844,0.3984893581844663
453,1333 JT,9021 JT,0.01491890101050421,0.62481572145021
454,1333 JT,9022 JT,-0.0007741182683965335,0.9776085792310352
455,1333 JT,9062 JT,0.01031082147801527,0.7029674755325073
456,1333 JT,9064 JT,0.021202243847492162,0.4245817550662072
457,1333 JT,9101 JT,0.014811108445540955,0.5532055681035687
458,1333 JT,9104 JT,0.015927924694344807,0.4767742112922019
459,1333 JT,9107 JT,-0.006092299193222187,0.7886850223931914
460,1333 JT,9202 JT,0.015369435381173469,0.6440414140810504
461,1333 JT,9301 JT,0.01886804992629962,0.3975102294973578
462,1333 JT,9412 JT,0.01973182629745578,0.45887045514162816
463,1333 JT,9432 JT,0.0063709422164366656,0.8304991904493142
464,1333 JT,9433 JT,-0.0010326348776827127,0.9677831776721538
465,1333 JT,9437 JT,0.01433049983284749,0.6571830799344084
466,1333 JT,9501 JT,0.008663715180092735,0.5803323890093122
467,1333 JT,9502 JT,0.034037498923485676,0.19585771389606177
468,1333 JT,9503 JT,0.021130056568591658,0.2872135209161956
469,1333 JT,9531 JT,0.012752564707218928,0.6852543697234181
470,1333 JT,9532 JT,0.03758560560368786,0.2640550136998985
471,1333 JT,9602 JT,-0.0009149392198445754,0.9754908813677752
472,1333 JT,9613 JT,0.009685233767674373,0.7173858719973492
473,1333 JT,9681 JT,0.015542332765580218,0.4518766645525688
474,1333 JT,9735 JT,0.0006842239518601927,0.983371755022769
475,1333 JT,9766 JT,0.025892433299830847,0.281520862103234
476,1333 JT,9983 JT,-0.0008551697390942465,0.9671132643186431
477,1333 JT,9984 JT,0.022560396693377133,0.3066416137204087
478,1334 JT,1332 JT,-0.07415661070676097,0.11243504296179008
479,1334 JT,1333 JT,-0.014728506928631686,0.8787080172907221
480,1334 JT,1334 JT,-0.1798344647527196,0.0018192748391447208
481,1334 JT,1605 JT,-0.013984028898042157,0.8068577500023901
482,1334 JT,1721 JT,-0.07746401434232378,0.13262172808685477
